Date,log_returns,State,SPX
1941-10-08,-0.3184169617666211,1,9.98
1941-10-09,-2.10048184411342,1,9.84
1941-10-10,0.0,1,9.84
1941-10-11,0.0,1,9.84
1941-10-14,-0.9051190781349848,1,9.78
1941-10-15,-0.9041402913543999,1,9.72
1941-10-16,-2.0383291836043935,1,9.58
1941-10-17,0.6120813553599487,0,9.62
1941-10-18,1.309772737358039,0,9.71
1941-10-20,0.0,0,9.71
1941-10-21,1.2528608716841254,0,9.8
1941-10-22,-0.5618525912082618,0,9.76
1941-10-23,0.16118083802275718,0,9.77
1941-10-24,0.7964209773470492,0,9.82
1941-10-25,-0.6525826627206136,0,9.78
1941-10-27,-1.8874904954315974,1,9.66
1941-10-28,-0.15987793426188168,1,9.65
1941-10-29,-0.48800716236580594,1,9.62
1941-10-30,0.0,1,9.62
1941-10-31,-1.984639270282648,1,9.5
1941-11-01,0.6538760723321918,1,9.54
1941-11-03,0.8079971015814965,1,9.59
1941-11-05,1.0898107799300765,1,9.66
1941-11-06,-1.262940726695296,1,9.58
1941-11-07,-0.47625518357259516,1,9.55
1941-11-08,0.0,1,9.55
1941-11-10,-1.1041415562048593,1,9.48
1941-11-12,-3.05189117178882,1,9.26
1941-11-13,-0.7034775663995754,1,9.21
1941-11-14,1.2376248680023048,0,9.3
1941-11-15,0.13632854601479102,0,9.31
1941-11-17,-0.42665739581687845,0,9.28
1941-11-18,-0.28554336564764254,0,9.26
1941-11-19,1.1035948038579615,0,9.34
1941-11-21,0.5461881507202913,0,9.38
1941-11-22,0.13689331448427647,0,9.39
1941-11-24,0.1444132710694883,0,9.4
1941-11-25,-0.7245144961847872,1,9.35
1941-11-26,-1.1892983138041568,1,9.27
1941-11-27,-0.8926510457136454,1,9.21
1941-11-28,-1.3808366618510712,1,9.12
1941-11-29,-0.3090131811420466,1,9.1
1941-12-01,-0.46654586655377095,1,9.07
1941-12-02,2.544042243478654,1,9.26
1941-12-03,1.2697454214894983,1,9.36
1941-12-04,0.2594496537193007,1,9.38
1941-12-05,-0.7743968954129992,1,9.32
1941-12-06,0.7647484443909308,1,9.38
1941-12-08,-3.855212405249368,1,8.97
1941-12-09,-2.578310556431233,1,8.68
1941-12-10,0.0,0,8.68
1941-12-11,1.2233572040957525,0,8.82
1941-12-12,-0.7886375639995149,0,8.73
1941-12-13,-0.08831858824769577,0,8.72
1941-12-15,0.08815880852234369,0,8.73
1941-12-16,-0.1765745037363272,0,8.71
1941-12-17,-1.228612755824811,0,8.57
1941-12-18,-0.739119853870695,0,8.49
1941-12-19,0.0,0,8.49
1941-12-20,-0.09446310440502842,0,8.48
1941-12-22,-0.7580590596666437,0,8.4
1941-12-23,-0.19062124017945145,0,8.38
1941-12-24,0.09516642410405998,0,8.39
1941-12-26,0.2878447165203197,0,8.42
1941-12-27,0.2871620448307147,0,8.45
1941-12-29,-0.7670137753411433,0,8.37
1941-12-30,2.8684932508377026,0,8.74
1941-12-31,-0.3803870491307509,0,8.69
1942-01-02,1.447985918086426,0,8.89
1942-01-03,0.5671997975799176,0,8.97
1942-01-05,0.8354554767397088,0,9.09
1942-01-06,-0.276989630234288,0,9.05
1942-01-07,-0.34751967349366686,0,9.0
1942-01-08,-0.8600397106388968,0,8.88
1942-01-09,-0.21916577482333058,0,8.85
1942-01-10,-0.440388464299931,0,8.79
1942-01-12,0.3661813669962191,0,8.84
1942-01-13,1.2648268517614545,0,9.02
1942-01-14,0.0,0,9.02
1942-01-15,0.1821248752994883,0,9.04
1942-01-16,-0.7225193068787649,0,8.96
1942-01-17,-0.37255723156222564,0,8.92
1942-01-19,0.37725313049114667,0,8.96
1942-01-20,-0.18828804620801443,0,8.94
1942-01-21,-1.2007267645106583,0,8.81
1942-01-22,0.0,0,8.81
1942-01-23,0.2883592678893687,0,8.84
1942-01-24,0.3879371134238329,0,8.88
1942-01-26,0.8590909727634316,0,8.97
1942-01-27,0.189959556161343,0,8.99
1942-01-28,-0.5752140182777713,0,8.93
1942-01-29,-0.19262741121363386,0,8.91
1942-01-30,-0.5750519391427782,0,8.85
1942-01-31,-0.3838915598404647,0,8.81
1942-02-02,0.28810368914253465,0,8.84
1942-02-03,0.5807060834183143,0,8.9
1942-02-04,0.8937286023426655,0,8.97
1942-02-05,-0.2566265700015059,0,8.95
1942-02-06,-1.4141405196932229,1,8.85
1942-02-07,0.1454826162339326,1,8.86
1942-02-09,-1.7756096675160309,1,8.74
1942-02-10,-1.7288149554708703,1,8.62
1942-02-11,-0.29167177377516423,1,8.6
1942-02-13,0.3030319414973174,1,8.62
1942-02-14,0.8910013048934547,1,8.68
1942-02-16,-0.44861744153938526,1,8.65
1942-02-17,-2.2494208384690526,1,8.49
1942-02-18,-0.16277483256055283,0,8.48
1942-02-19,0.32375844997589187,0,8.5
1942-02-20,-0.48851955289031057,0,8.47
1942-02-21,0.49139269262285573,0,8.5
1942-02-24,0.3257733159933605,0,8.52
1942-02-25,-0.9828270030229451,0,8.46
1942-02-26,0.9583189313820736,0,8.52
1942-02-27,1.14330039477961,0,8.59
1942-02-28,0.0,0,8.59
1942-03-02,-1.8752628670381708,1,8.47
1942-03-03,1.8965864831544252,1,8.6
1942-03-04,-1.327505029053152,1,8.51
1942-03-05,-1.8625026947682535,1,8.38
1942-03-06,-2.84402354487046,1,8.16
1942-03-07,0.8908073915714876,1,8.23
1942-03-09,-0.38200591255167354,1,8.2
1942-03-10,-0.7655067061551437,1,8.14
1942-03-11,-1.981424884937927,1,7.98
1942-03-12,0.0,0,7.98
1942-03-13,0.6375426304209832,0,8.03
1942-03-14,-0.12710328128535808,0,8.02
1942-03-16,1.224712472015728,0,8.12
